Time,Age,Gender,Response,CleanedResponse,Topic,Topic_Description,X,Y
Aug 02 18 09:01:52 pm,65 and up,Male,We need more theatre space. ,need theatre space,1,"Need new theatre, more venue and space",-5.893034,-5.815563
Aug 03 18 07:57:14 pm,65 and up,Prefer to not disclose,Promotion of activities thru public media ... we need something like <br>the Georgia straight ,promotion activity medium need georgia straight,3,Need more promotions and free stuff,-6.8200192,3.0958567
Aug 04 18 01:24:54 pm,35 to 44,Female,"Support the Comic Expo under whatever name, KFX didn't allow enough <br>expansion and focused *too* much on specifically local, I suspect <br>it won't last without outside funding. A comic expo needs <br>to include and celebrate local talent along side the big <br>draws of pop culture favorites, Calgary Expo is a great <br>example and there's no reason we couldn't have a huge <br>tourism draw in Kelowna like that, and with a group <br>of fans (with wide age ranges) less likely to cause <br>undue noise/havoc than some of the large music festivals we <br>have had here. I'd love to see more interactive/interpretive heritage <br>programs along the lines of O'Keefe ranch or The Keremeos <br>Grist Mill, both of which are fantastic... Or a more <br>accessible aboriginal/native heritage park of some kind? I love the <br>vintage photo gallery in Orchard Park mall and it's just <br>in a hallway to the restrooms. Its extremely dismaying that <br>we've lost the farmhouse at Brents Grist Mill after it's <br>sat neglected for so long! Maybe something like a Voice <br>Map walking tour app on cell phone would be an <br>option for Kelowna? A great way to encourage walking or <br>cycling around town and also showcase art, culture and heritage <br>throughout town. I'd love to have more access to local <br>history and how things have changed over time while actually <br>standing in the locations I've seen vintage photos of. Sometimes <br>its hard to understand where things were a hundred years <br>ago from just those photos and the one line description <br>underneath. ",comic expo kfx expansion focus specifically local suspect outside funding comic expo need include celebrate local talent big draw pop favorite calgary expo great s reason huge tourism draw group fan wide range likely cause undue noisehavoc large music festival love interactiveinterpretive heritage program line okeefe ranch keremeos grist mill fantastic accessible aboriginalnative heritage park kind love vintage photo gallery orchard park mall hallway restroom extremely dismaying lose farmhouse brents grist mill sit neglect longmaybe voice map walk tour app cell phone option great encourage walk cycle town showcase heritage town love access local history change time actually stand location vintage photo hard understand ago photo line description underneath,1,"Need new theatre, more venue and space",0.1285345,-7.6787825
Aug 04 18 01:52:00 pm,35 to 44,Male,"Assist with the Kelowna Fan Expo, and Kelowna Comic Con in <br>helping to create a large, centralized area for these events <br>to occur, as well as advertising such events ",assist fan expo comic con help create large centralized occur advertise,1,"Need new theatre, more venue and space",6.174524,-0.22947985
Aug 04 18 02:18:16 pm,19 to 24,Male,More awareness and more spaces for gaming. ,awareness space gaming,1,"Need new theatre, more venue and space",-3.5496025,-3.7829895
Aug 04 18 02:41:21 pm,35 to 44,Male,"Put more promotion into affordable events for cycling, market other aspects <br>of the arts such as the theatre and Kelowna Comicon <br>and Focus lesson the wine industry now as it??s already <br>a well known aspect of kelownas culture. We need to <br>show the world we are more than just wind. ",promotion affordable cycle market aspect theatre comicon focus lesson wine industry know aspect kelownas nee world wind,1,"Need new theatre, more venue and space",-2.1605625,-1.9483658
Aug 04 18 03:07:17 pm,45 to 54,Female,"Stop focusing so much on high-end artsy snobbery and start focusing <br>on other areas. Wine and art have been so overdone <br>it's not funny. You are catering to the moneyed upper <br>portion of society and that's all well and good, but <br>you shouldn't leave the bulk of us alienated. Geek Culture <br>for one. The tattoo show has been neat. You could <br>connect with FANS and create high-profile events. Talk to the <br>guy at Quantum Games, for one. ",stop focus highend artsy snobbery start focus wine overdone funny cater moneyed upper portion society s good leave bulk alienatedgeek tattoo neat connect fan create highprofile talk guy quantum game,1,"Need new theatre, more venue and space",5.563169,1.8263882
Aug 07 18 12:36:47 pm,25 to 34,Female,"The local business community should be supporting the visibility and advancement <br>of arts, culture, and heritage in Kelowna. More public art <br>and performance would be ideal. Venues offering sponsorship opportunities for <br>LOCAL artists to exhibit their work (visual or performative) would <br>be a HUGE benefit to the arts/culture/heritage in this city. <br>There is a lack of community and support for the <br>general arts in this city. As we grow, we should <br>be learning from larger centres who have Business for the <br>Arts organizations and committees spending a large amount of energy, <br>time, and money to advance culture and solidify a sense <br>of place, belonging, and community in the city. ",local business visibility advancement heritage performance ideal venue offer sponsorship opportunity local artist exhibit visual performative huge benefit artscultureheritage lack general grow learn large business organization committee spend large energy time money advance solidify sense,1,"Need new theatre, more venue and space",0.6383623,-12.032212
Aug 07 18 02:24:05 pm,35 to 44,Female,"Increasing the professionalism of those in the arts and allowing their <br>world-class talent to shine. Engaging young professionals, and educating the <br>community about the importance of arts and culture and how <br>they can engage. Educating the community about the importance of <br>paying professionals in the arts a fair wage for work: <br>no more freebies for exposure. Encouraging the connection between the <br>arts and business communities. Helping promote local arts professionals, events, <br>etc. ",increase professionalism worldclass talent shine engage young educate importance engage educate importance pay fair wage freebie exposure encourage connection business help local etc,1,"Need new theatre, more venue and space",2.7587318,-9.987387
Aug 08 18 08:33:07 am,35 to 44,Female,I think the City of Kelowna is doing a great job <br>for residents. It will be great if there are more <br>programs for young kids. Thank you so much. ,think great job resident great program young kid thank,2,Need more winter events and more advertisings,-1.7660252,9.983064
Aug 08 18 08:34:28 am,25 to 34,Female,'- more kid friendly/family friendly activities - more activities in the <br>winter ,kid friendlyfamily friendly activity activity winter,3,Need more promotions and free stuff,-7.1315985,4.103836
Aug 08 18 08:36:15 am,45 to 54,Female,'- more events like this (indoor in the winter?) ,indoor winter,2,Need more winter events and more advertisings,2.089326,6.11327
Aug 08 18 08:37:28 am,45 to 54,Female,"To keep having festivals, exhibits ",festival exhibit,1,"Need new theatre, more venue and space",5.306019,0.59272605
Aug 08 18 08:40:15 am,35 to 44,Female,"'- I find in Kelowna I have to really search out <br>cultural events. There are tons of activities around wineries but <br>family cultural events, especially are harder to find. Also - <br>extend them throughout the whole year. There are lots more <br>in the summer but need things all year! ",find search cultural ton activity winery family cultural especially harder find extend lot summer need,3,Need more promotions and free stuff,-6.2455773,4.4116077
Aug 08 18 08:42:08 am,35 to 44,Female,"Lots of great events already, more events in winter for families <br>",lot great winter family,2,Need more winter events and more advertisings,-2.3390343,9.854672
Aug 08 18 08:44:51 am,25 to 34,Female,More advertisement. Especially for new people to Kelowna ,advertisement especially new,1,"Need new theatre, more venue and space",-1.5113338,-1.10973
Aug 08 18 08:47:32 am,55 to 64,Female,More for families & children ,family child,2,Need more winter events and more advertisings,-3.9911757,4.9853425
Aug 08 18 08:50:09 am,65 and up,Male,More events. More heritage homes and sights. Declare more homes of <br>vintage heritage. Preserve these culture rich structures. ,heritage home sight declare home vintage heritage preserve rich structure,1,"Need new theatre, more venue and space",6.1132994,1.1957558
Aug 08 18 03:21:47 pm,65 and up,Female,I believe that Kelowna should do more to support local artists <br>with venues for shows and affordable classes for everyone. ,believe local artist venue affordable class,1,"Need new theatre, more venue and space",0.62544644,-13.751696
Aug 09 18 08:36:43 am,45 to 54,Female,more dance & theater - or maybe just better marketing of <br>it too! local dance/theater schools could have free performances at <br>waterfront stage large festivals that celebrate new and innovative aspects <br>of culture in society ie. NOT more Bouncy Castles and <br>Face Painting - think outside the box. We are a <br>relatively new City so we can be different ,dance theater maybe better marketing local dancetheater school free performance waterfront stagelarge festival celebrate new innovative aspect society bouncy castle face painting think outside box relatively new different,1,"Need new theatre, more venue and space",-0.09182944,-5.68285
Aug 09 18 08:46:22 am,45 to 54,Male,"Kelowna needs to much more proactively engage with the Calls to <br>Action of the Truth and Reconciliation Commission 1. Active and <br>open engagement with ongoing colonial history. Heritage markers, events, practices <br>largely reinforce white settler history and do not present the <br>ongoing colonial history (e.g. heritage markers in parks, mission greenway <br>etc), and particular stories of the theft of land. We <br>""hide"" this part of the history or sanitize it (e.g. <br>Pandosy mission, narrative in mission greenway that presents Syilx people <br>as existing in the past) 2. Enhanced engagement with and <br>learning about Syilx/Okanagan culture and history (e.g. naming practices, recognition <br>of unceded territory, recognition of protocols, etc) ",need proactively engage action truth reconciliation commission active open engagement ongoing colonial history heritage marker practice largely reinforce white settler history present ongoing colonial history heritage marker park mission greenway etc particular story theft land hide history sanitize pandosy mission narrative mission greenway present syilx exist past enhance engagement learn syilxokanagan history naming practice recognition unceded territory recognition protocol etc,1,"Need new theatre, more venue and space",3.0022478,-1.8098965
Aug 09 18 10:11:31 am,55 to 64,Male,"Affordable facilities for arts and culture groups to meet, celebrate and <br>perform. Quite often facilities are either self producing/hiring professional shows, <br>or certain commercial/for profit groups are taking up huge amounts <br>of dates at city facilities booking years in advance in <br>some cases. Cost are pushing smaller groups out and commercial <br>or profit interests seem to be taking over. Also having <br>a cultural district is nice but venues outside a single <br>area work well too because there is less congestion and <br>more touching of the overall community. ",affordable facility group meet celebrate perform facility self producinghire certain commercialfor profit group huge date facility booking advance case cost push small group commercial profit interest cultural district nice venue outside single congestion touching overall,1,"Need new theatre, more venue and space",0.9943561,-10.784146
Aug 09 18 12:55:10 pm,25 to 34,Female,"I would love to see musical venues opened up more. The <br>only places that really showcase music are bars, and even <br>then it's the same 5 bands over and over again. <br>",love musical venue open showcase music bar band,1,"Need new theatre, more venue and space",3.7776825,-7.454317
Aug 09 18 03:47:11 pm,65 and up,Male,"Finance the completion of the Rotary Centre of the Arts by <br>1 putting in an orchestra pit 2 putting curtains in <br>the Atrium. Providing hearing loops in public building owned by <br>the city PLanning for a new performing arts centre in <br>place of present community theatre. Having a policy for the <br>replacement and planting of trees. Not happening in many cases, <br>particularly in privately owned places where the public goes. e.g. <br>Prospera Place and Delta hotel. Having a policy that requires <br>any new building within the city provide a % of <br>public art outside. Innovation building doen't have anything in front <br>niether does IH building. Add more green space. More trash <br>bins downtown Repair damage to Rotary Marsh fencing. Cover more <br>downtown exlectrical boxes with colourful stensils (pictures) this not only <br>helps the place to look classy but also cuts down <br>on graffitti Education that arts bring much money to the <br>city. ",finance completion orchestra pit curtain atriumproviding hearing loop building cityplanning new perform present theatrehaving policy replacement planting tree happen case particularly privately prospera delta hotelhaving policy require new building provide outside innovation building doent niether buildingadd green spacemore trash bin downtownrepair damage marsh fencingcover downtown exlectrical box colourful stensil picture help look classy cut graffittieducation bring money,1,"Need new theatre, more venue and space",-0.719803,-1.1350284
Aug 09 18 04:33:58 pm,45 to 54,Male,Leaving it alone. ,leave,1,"Need new theatre, more venue and space",8.991952,3.7057064
Aug 10 18 07:52:04 am,25 to 34,Female,"Have more events that showcase different aspects of culture (food, dance, <br>rituals) and celebrate them in the community allowing people to <br>learn about them. Our community is continuing to diversify and <br>it??s important that we celebrate that. I think the challenge <br>is that it is not announced to the community as <br>well as it could be, more businesses could be involved <br>in the promotion of the different events allowing for word <br>of mouth to help engage the community. ",showcase different aspect food dance ritual celebrate learn continue diversify important celebrate thati think challenge announce business involved promotion different word mouth help engage,1,"Need new theatre, more venue and space",0.044436224,-4.5047565
Aug 10 18 09:55:52 am,35 to 44,Male,Promotion about what is happening when and where. ,promotion happen,3,Need more promotions and free stuff,-3.023496,1.2152019
Aug 12 18 09:21:36 am,Prefer not to disclose,Prefer to not disclose,"I believe that non-profit arts groups would do well with affordably <br>priced, professional venues for their events. We must encourage the <br>youth of the community especially in order to provide ongoing <br>new talent into the adult theatre community. ",believe nonprofit group affordably price venue encourage youth especially order provide ongoing new talent adult theatre,1,"Need new theatre, more venue and space",-1.7763394,-11.125275
Aug 12 18 11:18:20 am,65 and up,Female,It is my opinion that some of the culture areas should <br>be closed to traffic ,opinion close traffic,1,"Need new theatre, more venue and space",8.909133,4.2776732
Aug 12 18 11:42:18 am,65 and up,Male,"Support of annual ""cultural"" events by the City if not by <br>funds then by recognition and promotion. ",annual cultural fund recognition promotion,1,"Need new theatre, more venue and space",-4.099453,-0.9908977
Aug 15 18 10:47:21 am,55 to 64,Female,More events ,,1,"Need new theatre, more venue and space",9.283124,5.7318373
Aug 15 18 11:28:53 am,35 to 44,Female,An intercultural bridging program. ,intercultural bridging program,1,"Need new theatre, more venue and space",6.504624,4.849139
Aug 16 18 08:57:08 am,35 to 44,Female,"bring it outdoors more, activate spaces like the art walk. I <br>see this happening a bit, I love it, and would <br>like to see it more. ",bring outdoors activate space walk happen bit love,1,"Need new theatre, more venue and space",-2.8303514,-2.1083608
Aug 16 18 02:03:34 pm,65 and up,Female,"A new community theatre is high on the list. I welcome <br>the densification of urban neighbourhoods, but I am very concerned <br>that Kelowna is gobbling up green spaces at a rapid <br>rate. They are critical to the overall quality of life <br>and contributors to cultural expression. ",new theatre high list welcome densification urban neighbourhood concerned gobble green space rapid rate critical overall quality life contributor cultural expression,1,"Need new theatre, more venue and space",-4.447477,-2.4499629
Aug 17 18 08:27:47 pm,25 to 34,Female,"More more more! Also as a performing artist it would be <br>amazing if funding could be revised to include individual artists. <br>Almost every major city has funding for their own, but <br>Kelowna??s eligibility is solely for organizations. ",perform artist amazing funding revise include individual artist major fund kelownas eligibility solely organization,1,"Need new theatre, more venue and space",3.0471144,-8.601113
Aug 19 18 09:23:43 am,25 to 34,Female,Marketing of events. Getting the word out to more groups of <br>people about events and art displays. Help organizations find a <br>way to become profitable enough to pay actors ,marketing word group displayshelp organization find profitable pay actor,1,"Need new theatre, more venue and space",4.1319056,-6.00529
Aug 19 18 12:28:13 pm,35 to 44,Female,"More alignment of events and performances instead of competition among the <br>museums, theatres, and galleries. ",alignment performance instead competition museum theatre gallery,1,"Need new theatre, more venue and space",-3.7148273,-2.6582224
Aug 19 18 07:21:21 pm,45 to 54,Female,"new buildings. There are lots of activities to chose from but <br>the infrastructure is dated, making it less inviting. ",new building lot activity choose infrastructure date inviting,3,Need more promotions and free stuff,-5.811711,3.7110603
Aug 20 18 11:43:29 am,45 to 54,Female,'-more advertising??? -more promotion for museum activities ,advertisingmore promotion museum activity,3,Need more promotions and free stuff,-6.603417,2.9752324
Aug 20 18 11:44:46 am,55 to 64,Female,'-more financially accessible/promotion -building neighbourhood activities ,financially accessiblepromotionbuilde neighbourhood activity,3,Need more promotions and free stuff,-5.519254,2.7385817
Aug 20 18 11:46:06 am,65 and up,Female,great so far... more local indigenous perhaps. ,great far local indigenous,2,Need more winter events and more advertisings,-0.0034851225,10.950479
Aug 20 18 12:04:02 pm,35 to 44,Female,"a ""Taste of Kelowna"" event to highlight the variety of culinary <br>and different ethnic restaurants ",taste highlight variety culinary different ethnic restaurant,1,"Need new theatre, more venue and space",4.166735,3.2556605
Aug 20 18 12:07:34 pm,35 to 44,Female,More cultural businesses in the cultural district + identify the district <br>with unique + creative street art. The road bordering the <br>District could be painted by local artists and community groups <br>to identify the zone! ,cultural business cultural district identify district unique creative street road border district paint local artist group identify zone,1,"Need new theatre, more venue and space",0.38955376,-10.581701
Aug 22 18 11:51:40 am,35 to 44,Female,"more advertising, facebook ads ",advertising facebook ad,2,Need more winter events and more advertisings,0.28621146,9.775227
Aug 22 18 11:53:52 am,35 to 44,Female,Big Slow Bike Ride - closed road w/ bike farm tours <br>and music ,big slow bike ride close road bike farm tour music,1,"Need new theatre, more venue and space",7.9562745,2.423377
Aug 22 18 11:57:01 am,35 to 44,Male,"More activities/displays, fewer booths selling things at the various fairs. ",activitiesdisplay booth sell fair,1,"Need new theatre, more venue and space",9.017795,2.0228796
Aug 22 18 03:42:27 pm,35 to 44,Female,Awareness of what is going on. Cost associated with attending events. <br>,awareness cost associate attend,1,"Need new theatre, more venue and space",4.964592,-1.1161783
Aug 24 18 04:02:33 am,35 to 44,Female,Need more free available in Rutland ,need free available rutland,3,Need more promotions and free stuff,-4.1159377,0.4248527
Aug 27 18 03:41:32 pm,55 to 64,Female,"Better advertising and marketing. So far unless you investigate on your <br>own on the web, you have no idea. ",advertising marketing far investigate web idea,2,Need more winter events and more advertisings,0.45164037,9.531648
Aug 27 18 03:45:04 pm,45 to 54,Female,Making sure we acknowledge that we are Canadian and being proud. <br>Not devisivd. ,sure acknowledge canadian proud devisivd,2,Need more winter events and more advertisings,8.390027,5.585546
Aug 27 18 03:53:47 pm,65 and up,Female,"More information on local history in public places-plaques, sculptures-local history theater <br>tours outside in summer downtown and in different parts of <br>Kelowna (i.e. Rutland, Mission, Father Pandosy Heritage site) ",information local history placesplaque sculptureslocal history theater tour outside summer downtown different rutland mission father pandosy heritage site,1,"Need new theatre, more venue and space",1.9140279,-6.282294
Aug 27 18 03:58:46 pm,55 to 64,Female,"Continue to offer financial support for cultural groups. Create an online <br>event calendar that contains all types of cultural events for <br>all categories of cultural event. Continue to support free events, <br>for all to access. Improve amenities for parks concerts - <br>cover for performers. ""Food"" trucks on site. Flagging in parks <br>around ""stage"" area. Continue to add public art installations outdoors. <br>Continue to have buskers in the summer. ",continue offer financial cultural group create online calendar contain type cultural category cultural continue free access improve amenity park concert cover performer food truck site flag park stage continue add installation outdoors continue busker summer,1,"Need new theatre, more venue and space",-1.7929415,-5.558396
Aug 27 18 04:35:34 pm,55 to 64,Male,WE NEED A CONFERENCE/CONVENTION CENTRE INTEGRATE SPIRITUALITY INTO CULTURE PLANNING ,need conferenceconvention centreintegrate spirituality planning,3,Need more promotions and free stuff,0.09872626,1.5266441
Aug 27 18 05:37:22 pm,55 to 64,Male,"More support in all aspects, more of these Kelowna's Cultural Vision, <br>questionaires. ",aspect cultural vision questionaire,1,"Need new theatre, more venue and space",-0.10367098,-0.011275699
Aug 27 18 06:25:27 pm,55 to 64,Female,build a new community theatre ,build new theatre,1,"Need new theatre, more venue and space",-5.624782,-4.332641
Aug 27 18 07:54:00 pm,45 to 54,Female,"'--Make things more accessible for those without funds to try cultural <br>activities and make it OK to not have to in <br>a public way say that you can't afford it. By <br>donation activities at the museum is a good example. --List <br>cultural activities in a comprehensive way --continue to publicize events, <br>particularly those that are free --have someone come once a <br>year to the Kelowna Newcomers Club to talk about all <br>the cultural opportunities in the city --continue to support things <br>through funding and talk about culture as if it's an <br>important sector of the economy, because it is. --make it <br>so developers have to donate a certain perecentage of their <br>development funds/building costs to foster culture/arts, put in place rules <br>so new spaces must feature cultural facilities/spaces and showcase culture <br>--increase awareness of the culture of agriculture in the okanagan <br>and the importance to the history and future of this <br>place. Plants an urban fruit garden so people who don't <br>know can learn about all the things we grow and <br>how and why ",accessible fund cultural activity afford donation activity museum good list cultural activity comprehensive waycontinue publicize particularly freehave newcomer club talk cultural opportunity citycontinue funding talk important sector economy ismake developer donate certain perecentage development fundsbuilding cost foster cultureart rule new space feature cultural facilitiesspace showcase cultureincrease awareness agriculture okanagan importance history future plant urban fruit garden know learn grow,3,Need more promotions and free stuff,4.743332,-3.5833018
Aug 27 18 08:13:36 pm,45 to 54,Female,Easy access. Free parking. Free venies Involve youth ,easy access free parking free veniesinvolve youth,3,Need more promotions and free stuff,-2.165398,1.1325957
Aug 27 18 08:15:11 pm,45 to 54,Male,"Actively and loudly combat our image as a community of wealthy, <br>old, illiterate, conservative, anti-education bigots. ",actively loudly combat image wealthy old illiterate conservative antieducation bigot,1,"Need new theatre, more venue and space",8.39442,4.2642074
Aug 28 18 08:51:37 am,35 to 44,Male,"Downtown/Cultural District needs more car restrictions. Make the streets a place <br>for people to move around in using a variety of <br>modes, not just cars. Make the first few blocks of <br>Bernard a permanent pedestrian mall where arts and culture can <br>have a spot to be showcased outside amongst the restaurants, <br>bars, cafes. There are cities in this world where the <br>core area is closed to vehicular traffic other than delivery <br>vehicles, and handicap designated vehicles. If a car is needed <br>to get downtown, it is parked in a nearby parkade. <br>Public transit and active transit are given priority in budgets, <br>funding, infrastructure. This all combines to create an amazing space <br>for arts, culture, and heritage to flourish. ",downtowncultural district need car restriction street use variety mode car bernard permanent pedestrian mall spot showcase outside restaurant bar cafe world core close vehicular traffic delivery vehicle handicap designate vehicle car need downtown park nearby parkade transit active transit priority budget fund infrastructure combine create amazing space heritage flourish,1,"Need new theatre, more venue and space",-2.6200643,-2.8416915
Aug 28 18 10:40:08 am,55 to 64,Female,"Affordability of classes and events would help increase attendance, and help <br>increase awareness of arts, culture, and heritage in the community. <br>",affordability class help increase attendance help increase awareness heritage,1,"Need new theatre, more venue and space",2.5708847,-7.0647554
Aug 28 18 11:13:00 am,25 to 34,Female,"Refurbishment or rebuilding the Kelowna Community Theatre would be a good <br>place to start. Kelowna could also use a performance venue <br>that accounts for a 2-3,000 capacity to help fill the <br>gaps within current venues. Some of the venues are difficult <br>to book and the fees can become too prohibitive for <br>fledgeling organizations. Loading zones along Bernard Avenue would be good <br>for local musicians who are playing in the area pubs. <br>A marketing plan from the City that encourages and supports <br>arts & culture in the same way that physical activity <br>is supported would also go a long way towards encouraging <br>the general population to support their institutions and local artists. <br>In order for our organizations to really thrive, they need <br>to have the backing of the public and the City <br>can help address that by ensuring that Culture is considered <br>a core value for our community along with ""Active by <br>Nature"", creating a shift in societal values and helping to <br>make people feel as though the belong and that arts <br>and culture aren't just for the rich and well-traveled. ",refurbishment rebuild theatre good start use performance venue account capacity help fill gap current venue venue difficult book fee prohibitive fledgele organizationsloade zone bernard avenue good local musician play pubsa marketing plan encourage physical activity long encourage general population institution local artist order organization thrive nee backing help address ensure consider core value active nature create shift societal value help feel rich welltravele,1,"Need new theatre, more venue and space",-0.7916734,-10.7834
Aug 28 18 11:49:27 am,25 to 34,Male,"More government grants, acceptance of music, less stringent bylaws, support systems <br>for artist ",government grant acceptance music stringent bylaw system artist,1,"Need new theatre, more venue and space",4.565235,-7.585374
Aug 28 18 01:14:09 pm,25 to 34,Male,"Making it easier to turn a business space into a venue <br>for arts events, add more grants and funding for arts <br>in public spaces, have arts classes and workshops in libraries <br>and rec centres. ",easy turn business space venue add grant funding space class workshop library rec,1,"Need new theatre, more venue and space",-2.3865292,-10.644575
Aug 28 18 01:37:59 pm,65 and up,Female,"I personally would like to see more ""big name"" performers at <br>Prospera Place. It seem that the Penticton Event Centre tends <br>to get more of the big acts than Prospera does. <br>Why is this? We are sadly lacking in food trucks... <br>we are a summer city... there should be dozens of <br>them around the city. There is only ever one by <br>Stuart Park. Why is that. As people explore the city <br>in the summer they may not want to spend the <br>time/money at a sit down restaurant. Having a large variety <br>of food trucks scattered around the downtown core and beach <br>locations would add to the fun, the ambience and provide <br>more variety and interesting options in food choices. ",personally big performer prospera penticton tend big act prospera thiswe sadly lack food truck summer dozen stuart park explore summer want spend timemoney sit restaurant large variety food truck scatter downtown core beach location add fun ambience provide variety interesting option food choice,1,"Need new theatre, more venue and space",0.7505822,-3.5113504
Aug 28 18 01:59:34 pm,19 to 24,Male,"Treat buskers with dignity without charging them to play ""legally"", create <br>some paid events for the public to enjoy art so <br>as to benefit not only patrons but also the artists. <br>""Exposure"" doesn't pay the bills. Encourage street vending of artwork, <br>and make it less competitive and less of an involved <br>process to be able to do so. Perhaps encourage donatuon <br>at volunteered performances such as parks alive. Also a wider <br>diversity of festivals and events. ",treat busker dignity charge play legally create pay benefit patron artist exposure pay bill encourage street vending artwork competitive involved process able soperhap encourage donatuon volunteer performance park alivealso wide diversity festival,1,"Need new theatre, more venue and space",3.127201,-7.871212
Aug 28 18 02:11:46 pm,35 to 44,Female,"There are lots of great activities to participate in the summer <br>time, but significantly less in the winter time. I would <br>appreciate it, if more was organized outside of June and <br>July. ",lot great activity summer time significantly winter time appreciate organize outside june july,2,Need more winter events and more advertisings,-3.0131366,7.1930494
Aug 29 18 03:10:36 pm,25 to 34,Female,Continue to bring various artists and exhibits to town. Take a <br>more proactive role in promoting events and activities taking place. <br>,continue bring artist exhibits town proactive role activity,1,"Need new theatre, more venue and space",-4.4943514,0.7152889
Aug 29 18 03:14:20 pm,45 to 54,Female,"Continue to expand the local vendors being able to sell their <br>work in the summer. Work at attracting more shows, concerts <br>",continue expand local vendor able sell summer attract concert,1,"Need new theatre, more venue and space",3.5041308,-10.197403
Aug 29 18 06:14:31 pm,65 and up,Female,One specific area that is in dire need of improvement is <br>the availability of affordable artist studio space in the downtown <br>core . ,specific dire need improvement availability affordable artist studio space downtown core,1,"Need new theatre, more venue and space",-3.125389,-9.161838
Aug 29 18 10:35:25 pm,45 to 54,Male,"Further incorporate local indigenous history and protect, preserve and promote local <br>natural resources such as fish & wildlife. More and better <br>maintained signage. ",incorporate local indigenous history protect preserve local natural resource fish wildlife better maintain signage,1,"Need new theatre, more venue and space",2.902433,-11.712275
Aug 30 18 08:11:20 am,45 to 54,Female,There??s a shortage of small venues for non profit arts groups <br>to work with. Venue costs downtown are expensive. Is there <br>a way to provide incentives for local businesses to support <br>local performers and artists? Could some performance and exhibition space <br>in the Rotary Centre be subsidized for other groups? ,s shortage small venue non profit group venue cost downtown expensive provide incentive local business local performer artist performance exhibition space subsidize group,1,"Need new theatre, more venue and space",0.30420464,-14.539287
Aug 30 18 02:53:44 pm,25 to 34,Male,"First, the city of Kelowna should increase the size of its <br>cultural services department, through it, it should seek to diversify <br>its team by looking for staff that are racialized or <br>come from marginalized perspectives and staff with an understanding of <br>diversity and truth and reconciliation. Kelowna must also provide grants <br>and funding for its emerging artists coming out of the <br>BFA program at UBC Okanagan. There are really talented folks <br>coming out of there and Kelowna is losing them to <br>bigger cities because of lack of opportunities. It must either <br>provide these through increased funding towards the Alternator, as they <br>are the only non-profit group that addresses this demographic, or <br>it must do so independently. The Arts Council of the <br>Central Okanagan, the Kelowna Arts Council, and the Kelowna Art <br>Gallery have not been successful in engaging its emerging artists <br>demographic. The City of Kelowna should hire competent staff to <br>run its public art department. An understanding of contemporary art <br>and architecture are crucial. Also, knowledge of Truth and Reconciliation <br>is important for this position. As of now there is <br>no Syilx/Indigenous representation in the cultural district. Although Crystal Przybille's <br>works deal with colonization, she is not indigenous and her <br>addressing these topics is problematic. The city of kelowna should <br>make it easier for artists and/or arts organizations to use <br>public space (parks, waterfront, bare walls, etc). It is so <br>difficult and now expensive to even use the courtyard between <br>the RCA and the Kelowna Art Gallery. So much could <br>be happening there. The City of Kelowna should hire someone <br>to re-start the first thursdays program. This person(s) should be <br>in charge of engaging with the cultural district as well <br>as designing and promoting first thursdays in a modern way <br>(ex. have an instagram account, don't just print handbills). A <br>proper budget should be set aside for this. The city <br>of Kelowna should also encourage artists and arts organizations to <br>think outside of the cultural district and should provide funds <br>for this. Something as simple as a set of banners <br>somewhere down highway 97 would show that the arts extend <br>past Bernard street. ",increase size cultural service department seek diversify team look staff racialize marginalize perspective staff understand diversity truth reconciliationkelowna provide grant funding emerge artist bfa program ubc okanagan talented folk lose big lack opportunity provide increase funding alternator nonprofit group address demographic independently council central okanagan council gallery successful engage emerge artist demographic hire competent staff run department understand contemporary architecture crucial knowledge truth reconciliation important position syilxindigenous representation cultural district crystal przybille deal colonization indigenous address topic problematic easy artist andor organization use space park waterfront bare wall etc difficult expensive use courtyard rca gallery happen hire restart thursday program person charge engage cultural district design thursday modern instagram account print handbill proper budget set aside encourage artist organization think outside cultural district provide fund simple set banner highway extend past bernard street,1,"Need new theatre, more venue and space",-1.6032716,-9.561349
Aug 30 18 03:12:26 pm,55 to 64,Male,"Focus on local talent! We need to encourage more of the <br>public to get out and support local musicians, artists, actors, <br>etc. Especially in the winter. There??s a shortage of small <br>venues for non profit arts groups to work with. Provide <br>incentives for local businesses to support local performers and artists? <br>",focus local talent nee encourage local musician artist actor etc especially winter s shortage small venue non profit group provide incentive local business local performer artist,1,"Need new theatre, more venue and space",0.4799204,-14.64442
Aug 30 18 03:51:50 pm,45 to 54,Female,"I find it overwhelming the amount of different organisations all striving <br>towards similar visions. If there is a way of offering <br>a streamlining system for the promotion of events and awareness <br>raising that would be helpful. We need to define the <br>true meaning of collaboration to enable cultural groups to really <br>see how they can work together. We are greater than <br>the sum of our parts. Also, access to well-appointed arts <br>venues would be essential for achieving the vision. ",find overwhelming different organisation strive similar vision offering streamline system promotion awareness raising helpful need define true meaning collaboration enable cultural group great sum access wellappointed venue essential achieve vision,1,"Need new theatre, more venue and space",-0.45132455,-4.581018
Aug 30 18 11:12:49 pm,35 to 44,Prefer to not disclose,"Cultiral festivals, gastronomy, music, exhibition, symposium, ethical conference identity. ",cultiral festival gastronomy music exhibition symposium ethical conference identity,1,"Need new theatre, more venue and space",8.055279,1.5560246
